"filename", "language", "Groovy", "Dart", "HTML", "Properties", "XML", "YAML", "JSON", "Markdown", "Swift", "C++", "comment", "blank", "total"
"/Users/shanehogan/development/white_ui_supabase4/lib/auxiliaries/widgets/friend_avatar.dart", "Dart", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 38
"/Users/shanehogan/development/white_ui_supabase4/lib/auxiliaries/widgets/friends_widget.dart", "Dart", 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 22, 3, 100
"/Users/shanehogan/development/white_ui_supabase4/lib/auxiliaries/widgets/generic_black_text_button.dart", "Dart", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"/Users/shanehogan/development/white_ui_supabase4/lib/auxiliaries/widgets/group_card.dart", "Dart", 0, 180, 0, 0, 0, 0, 0, 0, 0, 0, 56, 15, 251
"/Users/shanehogan/development/white_ui_supabase4/lib/auxiliaries/widgets/group_image_small.dart", "Dart", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 49
"/Users/shanehogan/development/white_ui_supabase4/lib/auxiliaries/widgets/input_border.dart", "Dart", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/shanehogan/development/white_ui_supabase4/lib/auxiliaries/widgets/intro_page_skeleton.dart", "Dart", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25
"/Users/shanehogan/development/white_ui_supabase4/lib/auxiliaries/widgets/iphone_image_container.dart", "Dart", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 38
"/Users/shanehogan/development/white_ui_supabase4/lib/auxiliaries/widgets/loading_view.dart", "Dart", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"/Users/shanehogan/development/white_ui_supabase4/lib/auxiliaries/widgets/match_history_widget.dart", "Dart", 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 45, 7, 190
"/Users/shanehogan/development/white_ui_supabase4/lib/auxiliaries/widgets/notifications_red_bubble.dart", "Dart", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27
"/Users/shanehogan/development/white_ui_supabase4/lib/auxiliaries/widgets/page_loading_view.dart", "Dart", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"/Users/shanehogan/development/white_ui_supabase4/lib/auxiliaries/widgets/profile_picture.dart", "Dart", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 47
"/Users/shanehogan/development/white_ui_supabase4/lib/auxiliaries/widgets/profile_tile.dart", "Dart", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/shanehogan/development/white_ui_supabase4/lib/auxiliaries/widgets/text_form_field.dart", "Dart", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 35
"/Users/shanehogan/development/white_ui_supabase4/lib/auxiliaries/widgets/update_first_blur.dart", "Dart", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 25, 3, 76
"/Users/shanehogan/development/white_ui_supabase4/lib/auxiliaries/widgets/user_card.dart", "Dart", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 59
"/Users/shanehogan/development/white_ui_supabase4/lib/auxiliaries/widgets/user_image_small.dart", "Dart", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 48
